Layout,Passenger Volume,Highway Fuel Economy,Drag Coefficient,Fuel Type,Head Room,Ground Clearance,Shoulder Room,Power,title,Trailer Weight,Cargo Volume (Seats Folded),Front Track,Volume,Front Suspension,Front,Rear Track,Leg Room,Rear,Weight Distribution,Transmission,Front Tires,Wheelbase,Seats,Length,Body Style,Market Segment,Forced Induction,Weight,Rear Suspension,Width,Direct Injection,Tongue Weight,Torque,Cargo Volume,Height,Rear Tires,City Fuel Economy,Engine Type,Hip Room,Payload,Size
All Wheel Drive,TBD,20 mpg,TBD,Gas,37.7 in.,TBD,54.2 in.,430 hp @ 7900 rpm,2015 Audi R8 specifications,TBD,TBD,64.5 in.,TBD,Double Wishbone,19 Aluminum,62.8 in.,41.0 in.,19 Aluminum,TBD,6-Speed Manual,P235/35YR19,104.3 in.,2,175.0 in.,Coupe,Luxury,None,3583 lbs,Double Wishbone,75 in.,Yes,TBD,317 lb-ft @ 4500-6000 rpm,TBD,49.3 in.,P235/35YR19,11 mpg,4.2L V8,TBD,N/A,Compact
Front Wheel Drive,TBD,28 mpg,0.34,Gas,36.3 in.,TBD,46.8 in.,220 hp @ 4450-6000 rpm,2016 Audi A5 Cabriolet specifications,TBD,TBD,62.6 in.,TBD,Multi-Link,18 Aluminum,62.1 in.,31.9 in.,18 Aluminum,TBD,8-Speed Automatic,245/40,108.3 in.,4,182.1 in.,Convertible,Near-Luxury,Turbocharger,4045 lbs,Multi-Link,73.0 in.,Yes,TBD,258 lb-ft @ 1500-4300 rpm,10.2 cu. ft.,54.4 in.,245/40,20 mpg,2.0L I4,TBD,N/A,Midsize
Rear Wheel Drive,TBD,TBD,0.30,Gas,37.6 in.,5.0 in.,51.5 in.,265 hp @ 6700 rpm,2014 Porsche Boxster specifications,N/A,N/A,58.7 in.,TBD,Strut-Type,18 Aluminum,60.4 in.,33.5 in.,18 Aluminum,TBD,6-Speed Manual,235/45 ZR 18,97.4 in.,2,172.2 in.,Roadster,Sports,None,2888 lbs,Strut-Type,70.9 in.,Yes,N/A,206 lb-ft @ 4400-6000 rpm,4.6 cu. ft.,50.5 in.,265/45 ZR 18,TBD,2.7L Flat 6,TBD,N/A,Compact
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-AMG GLE63 specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,TBD,25 mpg,0.368,Gas,40.0 in.,8.1 in.,57.7 in.,159 hp @ 5200 rpm,2016 Toyota Tacoma specifications,3500 lbs,N/A,61.0 in.,TBD,Double Wishbone,15 Steel,61.0 in.,41.7 in.,15 Steel,TBD,5-Speed Manual,P215/70R15,127.4 in.,4,208.1 in.,Pickup Truck,Standard,None,3615 lbs,Solid Axle,72.2 in.,Yes,350 lbs,180 lb-ft @ 3800 rpm,TBD,66.1 in.,P215/70R15,21 mpg,2.7L I4,53.5 in.,1285,Midsize
Rear Wheel Drive,122.4 cu. ft.,21 mpg,TBD,Gas,38.5 in.,8.0 in.,62.6 in.,420 hp @ 5600 rpm,2015 Cadillac Escalade ESV specifications,8100 lbs,120.9 cu. ft.,68.7 in.,TBD,Double Wishbone,20 Aluminum,68.7 in.,34.5 in.,20 Aluminum,41/49,6-Speed Automatic,P275/55R20,130.0 in.,7,224.3 in.,SUV,Luxury,None,5795 lbs,Multi-Link,80.5 in.,Yes,TBD,460 lb-ft @ 4100 rpm,39.3 cu. ft.,74.0 in.,P275/55R20,15 mpg,6.2L V8,49.3 in.,1505,Fullsize
Front Wheel Drive,92.1 cu. ft.,31 mpg,TBD,Gas,36.2 in.,TBD,53.3 in.,205 hp @ 7000 rpm,2015 Honda Civic Si Sedan specifications,TBD,TBD,59.2 in.,TBD,Strut-Type,18 Aluminum,59.9 in.,36.2 in.,18 Aluminum,61/39,6-Speed Manual,225/40R18 92H,105.1 in.,5,179.4 in.,Sedan,Sports,None,3002 lbs,Multi-Link,69.0 in.,Yes,TBD,174 lb-ft @ 4400 rpm,12.5 cu. ft.,56.5 in.,225/40R18 92H,22 mpg,2.4L I4,51.4 in.,N/A,Compact
Front Wheel Drive,102.1 cu. ft.,31 mpg,TBD,Gas,36.9 in.,4.5 in.,57.0 in.,310 hp @ 6500 rpm,2015 Acura RLX specifications,TBD,TBD,64.3 in.,TBD,Double Wishbone,19 Aluminum,64.2 in.,38.8 in.,19 Aluminum,61/49,6-Speed Automatic,245/40 R19,112.2 in.,5,196.1 in.,Sedan,Luxury; Hybrid,None,3955 lbs,Multi-Link,74.4 in.,Yes,TBD,272 lb-ft @ 4500 rpm,14.9 cu. ft.,57.7 in.,245/40 R19,20 mpg,3.5L V6,54.5 in.,N/A,Fullsize
Front Wheel Drive,104.4 cu. ft.,30 mpg,10.4,Gas,39.9 in.,8.1 in.,54.0 in.,158 hp @ 6400 rpm,2015 Jeep Patriot specifications,TBD,53.5 cu. ft.,59.8 in.,49.1 cu. ft.,Strut-Type,16 Steel,59.8 in.,39.4 in.,16 Steel,58/42,5-Speed Manual,P205/70R16 BSW,103.7 in.,5,173.8 in.,SUV,Standard,None,3133 lbs,Multi-Link,69.2 in.,No,TBD,141 lb-ft @ 5000 rpm,23.0 cu. ft.,65.5 in.,P205/70R16 BSW,23 mpg,2.0L I4,51.0 in.,TBD,Midsize
Front Wheel Drive,97.5 cu. ft.,36 mpg,TBD,Gas,37.1 in.,5.5 in.,54.8 in.,132 hp @ 6000 rpm,2015 Toyota Corolla specifications,TBD,TBD,60.3 in.,TBD,Strut-Type,15 Steel,60.4 in.,41.4 in.,15 Steel,TBD,4-Speed Automatic,P195/65 R15,106.3 in.,5,182.6 in.,Sedan,Standard,None,2800 lbs,Torsion-Beam,69.9 in.,No,TBD,128 lb-ft @ 4400 rpm,13.0 cu. ft.,57.3 in.,P195/65 R15,27 mpg,1.8L I4,43.9 in.,N/A,Midsize
Rear Wheel Drive,TBD,22 mpg,TBD,Gas,30.2 in.,4.7 in.,42.4 in.,550 hp @ 6000-6500 rpm,2015 Jaguar XKR-S specifications,TBD,TBD,TBD,TBD,Double Wishbone,20 Aluminum,TBD,27.6 in.,20 Aluminum,TBD,6-Speed Automatic,255/35ZR-20,108.3 in.,4,188.7 in.,Coupe,Luxury; Performance,Supercharger,3968 lbs,Double Wishbone,74.5 in.,Yes,TBD,502 lb-ft @ 3500-5500 rpm,11.7 cu. ft.,52.0 in.,295/30ZR-20,15 mpg,5.0L V8,TBD,N/A,Midsize
Rear Wheel Drive,83.9 cu. ft.,23 mpg,TBD,Gas,35.1 in.,TBD,51.1 in.,464 hp @ 5850 rpm,2016 Cadillac ATS-V Coupe specifications,TBD,TBD,60.5 in.,TBD,Strut-Type,18 Aluminum,61.4 in.,33.5 in.,18 Aluminum,TBD,6-Speed Manual,255/35ZR18,109.3 in.,4,184.7 in.,Coupe,Luxury,Turbocharger,3700 lbs,Multi-Link,72.5 in.,Yes,TBD,445 lb-ft @ 3500 rpm,10.4 cu. ft.,54.5 in.,255/35ZR18,17 mpg,3.6L V6,44.5 in.,N/A,Compact
Front Wheel Drive,92.3 cu. ft.,33 mpg,TBD,Gas,36.4 in.,TBD,53.0 in.,173 hp @ 6500 rpm,2015 Kia Forte Koup specifications,TBD,TBD,61.2 in.,TBD,Strut-Type,16 Aluminum,61.7 in.,35.9 in.,16 Aluminum,TBD,6-Speed Manual,205/55R16,106.3 in.,5,178.3 in.,Coupe,Economy,None,2925 lbs,Torsion-Beam,70.1 in.,No,TBD,154 lb-ft @ 4700 rpm,13.3 cu. ft.,55.5 in.,205/55R16,24 mpg,2.0L I4,TBD,N/A,Midsize
Rear Wheel Drive,TBD,TBD,TBD,Gas,37.0 in.,4.2 in.,56.5 in.,340 hp @ 6500 rpm,2015 Jaguar F-Type Coupe specifications,TBD,TBD,62.8 in.,TBD,Double Wishbone,18 Aluminum,64.9 in.,43.0 in.,18 Aluminum,TBD,6-Speed Manual,P245/45YR18,103.2 in.,2,176.0 in.,Coupe,Luxury,Supercharger,1597 lbs,Double Wishbone,75.7 in.,Yes,TBD,332 lb-ft @ 3500-5000 rpm,TBD,51.6 in.,P275/40YR18,TBD,3.0L V6,TBD,N/A,Compact
Rear Wheel Drive,41.0 cu. ft.,43 mpg,0.43,Gas,TBD,TBD,TBD,345 hp @ 7000 rpm,2015 Lotus Exige V6 Cup specifications,TBD,TBD,57.2 in.,TBD,Double Wishbone,17 Aluminum,59.0 in.,TBD,18 Aluminum,38/62,6-Speed Manual,205/45 R17,93.3 in.,2,159.5 in.,Coupe,Sports,Supercharger,2381 lbs,Double Wishbone,70.9 in.,No,TBD,295 lb-ft @ 4500 rpm,TBD,45.3 in.,265/45 R18,24 mpg,3.5L V6,TBD,N/A,Sub-Compact
Rear Wheel Drive,TBD,36 mpg,TBD,Gas,36.5 in.,TBD,53.4 in.,240 hp @ 5000-6500 rpm,2016 BMW 2-Series specifications,TBD,TBD,59.9 in.,TBD,Strut-Type,17 Aluminum,61.3 in.,33 in.,17 Aluminum,50.4/49.6,8-Speed Automatic,P205/50HR17,105.9 in.,4,174.5 in.,Coupe,Near-Luxury,None,3345 lbs,Multi-Link,69.8 in.,Yes,TBD,255 lb-ft @ 1450-4800 rpm,TBD,55.8 in.,P205/50HR17,23 mpg,2.0L I4,TBD,N/A,Sub-Compact
All Wheel Drive,TBD,30 mpg,TBD,Gas,38.2 in.,8.4 in.,53.2 in.,240 hp @ 5500 rpm,2015 Land Rover Range Rover Evoque Coupe specifications,1650 lbs,47.6 cu. ft.,63.9 in.,TBD,Strut-Type,19 Aluminum,64.1 in.,35.7 in.,19 Aluminum,TBD,9-Speed Automatic,P235/55VR19,104.8 in.,5,171.9 in.,SUV,Luxury,Turbocharger,3615 lbs,Strut-Type,77.4 in.,Yes,165 lbs,250 lb-ft @ 1750 rpm,19.4 cu. ft.,64.4 in.,P235/55VR19,21 mpg,2.0L I4,TBD,TBD,Midsize
Front Wheel Drive,TBD,TBD,TBD,Gas,38.6 in.,8.3 in.,56.5 in.,240 hp @ 5600 rpm,2016 Volvo XC70 specifications,TBD,72.1 cu. ft.,63.5 in.,TBD,Strut-Type,17 Aluminum,62.2 in.,34.6 in.,17 Aluminum,TBD,8-Speed Automatic,235/55-R17,110.8 in.,5,190.5 in.,Wagon,Near-Luxury,Turbocharger,3937 lbs,Multi-Link,73.6 in.,No,TBD,258 lb-ft @ 1500-4800 rpm,33.3 cu. ft.,63.1 in.,235/55-R17,TBD,2.0L I4,55.1 in.,N/A,Midsize
Rear Wheel Drive,TBD,24 mpg,TBD,Gas,35.5 in.,3.0 in.,48.9 in.,302 hp @ 6500 rpm,2016 Mercedes-Benz E-Class Coupe specifications,TBD,TBD,60.5 in.,TBD,Strut-Type,17 Aluminum,60.8 in.,32.6 in.,17 Aluminum,TBD,7-Speed Automatic,235/45R17,108.7 in.,4,185.0 in.,Coupe,Luxury,None,3619 lbs,Multi-Link,70.3 in.,Yes,TBD,273 lb-ft @ 3500-5250 rpm,13.3 cu. ft.,54.8 in.,255/40R17,17 mpg,3.5L V6,TBD,N/A,Midsize
Front Wheel Drive,TBD,37 mpg,TBD,Gas,37.6 in.,TBD,55.2 in.,240 hp @ 5600 rpm,2016 Volvo S60 specifications,3500 lbs,TBD,62.1 in.,TBD,Strut-Type,17 Aluminum,62.0 in.,33.5 in.,17 Aluminum,TBD,6-Speed Automatic,235/45-R17,109.3 in.,5,182.5 in.,Sedan,Near-Luxury,Turbocharger,3528 lbs,Multi-Link,73.4 in.,No,TBD,258 lb-ft @ 1500-4800 rpm,12.0 cu. ft.,58.4 in.,235/45-R17,25 mpg,2.0L I4,53.5 in.,N/A,Midsize
Rear Wheel Drive,99.8 cu. ft.,22 mpg,TBD,Gas,39.3 in.,8.2 in.,58.3 in.,261 hp @ 5600 rpm,2015 Nissan Xterra specifications,TBD,TBD,61.8 in.,TBD,Double Wishbone,16 Steel,61.8 in.,34.4 in.,16 Steel,52/48,5-Speed Automatic,265/70R16,106.3 in.,5,178.7 in.,SUV,Standard,None,4148 lbs,Solid Axle,72.8 in.,No,TBD,281 lb-ft @ 4000 rpm,36.3 cu. ft.,74.9 in.,265/70R16,16 mpg,4.0L V6,46.1 in.,TBD,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 Ferrari LaFerrari specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
All Wheel Drive,102.2 cu. ft.,25 mpg,TBD,Gas,37.8 in.,5.1 in.,56.9 in.,365 hp @ 5500 rpm,2015 Ford Taurus SHO specifications,TBD,TBD,65.3 in.,TBD,Strut-Type,20 Aluminum,65.5 in.,38.1 in.,20 Aluminum,TBD,6-Speed Automatic,P245/45VR20,112.9 in.,5,202.9 in.,Sedan,Sports,Turbocharger,4327 lbs,Multi-Link,76.2 in.,Yes,TBD,350 lb-ft @ 1500 rpm,20.1 cu. ft.,60.7 in.,P245/45VR20,17 mpg,3.5L V6,55.8 in.,N/A,Fullsize
Rear Wheel Drive,94.0 cu. ft.,18 mpg,0.37,Gas,37.1 in.,TBD,51.1 in.,453 hp @ 5350 rpm,2015 Rolls-Royce Phantom Drophead Coupe specifications,TBD,TBD,66.4 in.,TBD,Double Wishbone,21 Aluminum,65.8 in.,36.8 in.,21 Aluminum,TBD,6-Speed Automatic,255/50 R21 106W,130.7 in.,4,220.8 in.,Convertible,Luxury,None,5886 lbs,Multi-Link,78.2 in.,Yes,TBD,531 lb-ft @ 3500 rpm,11.1 cu. ft.,62.2 in.,285/45 R21 109W,11 mpg,6.8L V12,TBD,N/A,Fullsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2016 Mercedes-Benz GLA-Class specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Rear Wheel Drive,TBD,21 mpg,TBD,Gas,37.5 in.,TBD,59.0 in.,415 hp @ 5900 rpm,2016 Chevrolet SS specifications,N/A,TBD,62.6 in.,TBD,Strut-Type,19 Aluminum,62.4 in.,39.7 in.,19 Aluminum,TBD,6-Speed Automatic,245/40R19,114.8 in.,5,195.5 in.,Sedan,Standard; Sports,None,3975 lbs,Multi-Link,74.7 in.,No,N/A,415 lb-ft @ 4600 rpm,TBD,57.9 in.,275/35R19,14 mpg,6.2L V8,58.0 in.,N/A,Fullsize
Front Wheel Drive,94.1 cu. ft.,33 mpg,0.30,Gas,37.1 in.,4.9 in.,53.6 in.,210 hp @ 5300 rpm,2016 Volkswagen Jetta GLI specifications,TBD,TBD,60.1 in.,43.8 cu. ft.,Strut-Type,18 Aluminum,60.4 in.,38.1 in.,18 Aluminum,TBD,6-Speed Manual,P225/40HR18,104.4 in.,5,182.2 in.,Sedan,Standard,Turbocharger,3131 lbs,Multi-Link,70.0 in.,Yes,TBD,207 lb-ft @ 1700 rpm,15.7 cu. ft.,56.6 in.,P225/40HR18,23 mpg,2.0L I4,TBD,N/A,Compact
Rear Wheel Drive,TBD,18 mpg,0.37,Gas,39.7 in.,10.4 in.,66.7 in.,381 hp @ 5600 rpm,2015 Toyota Tundra specifications,10500 lbs,N/A,67.9 in.,TBD,Double Wishbone,18 Steel,67.9 in.,42.5 in.,18 Steel,TBD,5-Speed Automatic,P255/70R18,145.7 in.,3,228.9 in.,Pickup Truck,Standard,None,4920 lbs,Solid Axle,79.9 in.,Yes,1040 lbs,401 lb-ft @ 3600 rpm,TBD,75.8 in.,P255/70R18,13 mpg,5.7L V6,62.0 in.,2080,Fullsize
Rear Wheel Drive,TBD,26 mpg,TBD,Gas,36.14 in.,TBD,56.5 in.,402 hp @ 5000-5750 rpm,2016 Mercedes-Benz CLS-Class specifications,TBD,TBD,62.90 in.,TBD,Strut-Type,18 Aluminum,64.10 in.,35.0 in.,18 Aluminum,TBD,7-Speed Automatic,255/40 R18,113.15 in.,4,194.49 in.,Coupe,Near-Luxury,Turbocharger,4158 lbs,Multi-Link,74.06 in.,Yes,TBD,443 lb-ft @ 1800-4750 rpm,15.31 cu. ft.,55.75 in.,285/35 R18,17 mpg,4.7L V8,TBD,N/A,Midsize
Rear Wheel Drive,TBD,18 mpg,TBD,Gas,TBD,TBD,TBD,433 hp @ 7600 rpm,2015 Maserati GranTurismo Convertible specifications,5000 lbs,TBD,62.4 in.,TBD,Double Wishbone,20 Aluminum,62.6 in.,TBD,20 Aluminum,49/51,6-Speed Automatic,TBD,115.8 in.,4,192.2 in.,Convertible,Luxury,None,4365 lbs,Double Wishbone,72.7 in.,No,500 lbs,361 lb-ft @ 4750 rpm,6.1 cu. ft.,53.3 in.,TBD,11 mpg,4.7L V8,TBD,N/A,Midsize
Rear Wheel Drive,79.4 cu. ft.,25 mpg,0.33,Gas,34.6 in.,5.1 in.,46.1 in.,467 hp @ 7100 rpm,2015 Lexus RC F specifications,TBD,TBD,61.2 in.,TBD,Double Wishbone,19 Aluminum,61.4 in.,27.3 in.,19 Aluminum,55/45,8-Speed Automated Manual,255/35R19 93Y,107.5 in.,4,185.2 in.,Coupe,Luxury,None,3958 lbs,Multi-Link,72.6 in.,Yes,TBD,389 lb-ft @ 4800-5600 rpm,10.1 cu. ft.,54.7 in.,275/35R19 96Y,16 mpg,5.0L V8,47.8 in.,N/A,Compact
Front Wheel Drive,90.7 cu. ft.,TBD,TBD,Gas,37.9 in.,TBD,52.6 in.,252 hp @ 5500 rpm,2015 Ford Focus ST specifications,TBD,44.8 cu. ft.,61.2 in.,TBD,Strut-Type,18 Aluminum,60.4 in.,33.4 in.,18 Aluminum,TBD,6-Speed Manual,235/40YR18,104.3 in.,5,171.7 in.,Hatchback,Sports,Turbocharger,3223 lbs,Multi-Link,71.8 in.,Yes,TBD,270 lb-ft @ 2500 rpm,23.8 cu. ft.,58.4 in.,235/40YR18,TBD,2.0L I4,TBD,N/A,Compact
All Wheel Drive,104.0 cu. ft.,21 mpg,TBD,Gas,40.4 in.,8.2 in.,56.8 in.,285 hp @ 6400 rpm,2015 Jeep Wrangler Unlimited specifications,2000 lbs,70.6 cu. ft.,61.9 in.,49.4 cu. ft.,Trailing Arm,16 Steel,61.9 in.,37.2 in.,16 Steel,TBD,6-Speed Manual,P225/75R16,116.0 in.,5,184.9 in.,SUV,Standard,None,4075 lbs,Trailing Arm,73.7 in.,No,TBD,260 lb-ft @ 4800 rpm,31.5 cu. ft.,72.6 in.,P225/75R16,17 mpg,3.6L V6,56.7 in.,1000,Midsize
Rear Wheel Drive,52.0 cu. ft.,29 mpg,TBD,Gas,38 in.,TBD,55 in.,455 hp @ 6000 rpm,2016 Chevrolet Corvette Stingray Convertible specifications,TBD,N/A,63.0 in.,TBD,Double Wishbone,18 Aluminum,61.7 in.,43 in.,19 Aluminum,50/50,7-Speed Manual,P245/40ZR18,106.7 in.,2,176.9 in.,Convertible,Sports,None,3362 lbs,Double Wishbone,73.9 in.,No,TBD,460 lb-ft @ 4600 rpm,10.0 cu. ft.,48.6 in.,P285/35ZR19,17 mpg,6.2L V8,54 in.,N/A,Midsize
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,2015 Porsche 911 GTS specifications,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,NA,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A
Front Wheel Drive,99.7 cu. ft.,37 mpg,TBD,Gas,39.4 in.,5.5 in.,55.2 in.,141 hp @ 6000 rpm,2015 Ford C-MAX Hybrid specifications,TBD,52.6 cu. ft.,60.5 in.,TBD,Strut-Type,17 Aluminum,60.4 in.,36.5 in.,17 Aluminum,TBD,CVT,P225/50VR17,104.3 in.,5,173.6 in.,Wagon,Standard; Hybrid; Electric,None,3607 lbs,Multi-Link,72.0 in.,No,TBD,129 lb-ft @ 4000 rpm,24.5 cu. ft.,63.9 in.,P225/50VR17,42 mpg,2.0L I4,51.9 in.,N/A,Compact
Front Wheel Drive,TBD,TBD,TBD,Gas,38.3 in.,TBD,56.3 in.,240 hp @ 5600 rpm,2016 Volvo S80 specifications,TBD,TBD,62.1 in.,TBD,Strut-Type,17 Aluminum,62.0 in.,35.0 in.,17 Aluminum,TBD,6-Speed Automatic,225/50-R17,111.6 in.,5,191.1 in.,Sedan,Luxury,Turbocharger,3712 lbs,Multi-Link,73.3 in.,No,TBD,258 lb-ft @ 1500-4800 rpm,14.9 cu. ft.,58.8 in.,225/50-R17,TBD,2.0L I4,54.7 in.,N/A,Midsize
Rear Wheel Drive,50.5 cu. ft.,24 mpg,TBD,Gas,39.1 in.,3.8 in.,55.5 in.,429 hp @ 5250 rpm,2016 Mercedes-Benz SL-Class specifications,TBD,N/A,62.9 in.,TBD,Double Wishbone,18 Aluminum,63.0 in.,42.9 in.,18 Aluminum,TBD,7-Speed Automatic,255/40R18,101.8 in.,2,181.8 in.,Convertible,Luxury,None,3947 lbs,Multi-Link,73.9 in.,No,TBD,516 lb-ft @ 1800-3500 rpm,17.8 cu. ft.,51.8 in.,285/35R18,16 mpg,5.5L V8,N/A,N/A,Midsize
Front Wheel Drive,113.9 cu. ft.,TBD,TBD,Gas,40.3 in.,TBD,60.5 in.,245 hp @ 5500 rpm,2015 Ford Edge specifications,1500 lbs,73.4 cu. ft.,64.8 in.,TBD,Strut-Type,18 Aluminum,64.7 in.,40.6 in.,18 Aluminum,TBD,6-Speed Automatic,P245/60HR18,112.2 in.,5,188.8 in.,SUV,Standard,Turbocharger,3912 lbs,Multi-Link,75.9 in.,Yes,TBD,270 lb-ft @ 3000 rpm,39.2 cu. ft.,68.6 in.,P245/60HR18,TBD,2.0L I4,57.5 in.,TBD,Midsize
Rear Wheel Drive,TBD,31 mpg,TBD,Gas,36.9 in.,TBD,TBD,201 hp @ 5500 rpm,2015 Mercedes-Benz C-Class Coupe specifications,TBD,TBD,61.6 in.,TBD,Strut-Type,17 Aluminum,60.8 in.,33.4 in.,17 Aluminum,TBD,7-Speed Automatic,P225/45HR17,108.7 in.,4,180.8 in.,Coupe,Luxury; Performance,Turbocharger,3428 lbs,Multi-Link,69.7 in.,Yes,TBD,229 lb-ft @ 2200 - 4300 rpm,12.4 cu. ft.,56.3 in.,P245/40HR17,22 mpg,1.8L I4,TBD,N/A,Midsize
Front Wheel Drive,123.7 cu. ft.,26 mpg,0.368,Gas,39.2 in.,TBD,56.9 in.,173 hp @ 6000 rpm,2015 Dodge Journey specifications,1000 lbs,67.6 cu. ft.,61.8 in.,44.1 cu. ft.,Strut-Type,17 Steel,62.3 in.,36.1 in.,17 Steel,TBD,4-Speed Automatic,P225/65R17,113.8 in.,5,192.4 in.,SUV,Standard,None,3818 lbs,Multi-Link,72.2 in.,No,TBD,166 lb-ft @ 4000 rpm,10.7 cu. ft.,66.6 in.,P225/65R17,19 mpg,2.4L I4,54.4 in.,TBD,Midsize
Rear Wheel Drive,109.3 cu. ft.,23 mpg,0.27,Gas,37.7 in.,TBD,58.0 in.,429 hp @ 6400 rpm,2016 Hyundai Equus specifications,TBD,TBD,63.8 in.,TBD,Multi-Link,19 Aluminum,64.1 in.,38.8 in.,19 Aluminum,TBD,8-Speed Automatic,P245/45R19,119.9 in.,5,203.1 in.,Sedan,Luxury,None,4553 lbs,Multi-Link,74.4 in.,Yes,TBD,376 lb-ft @ 5000 rpm,16.7 cu. ft.,58.7 in.,P275/40R19,15 mpg,5.0L V8,55.1 in.,N/A,Fullsize
Rear Wheel Drive,97 cu. ft.,30 mpg,TBD,Gas,37.5 in.,TBD,54.8 in.,272 hp @ 5500 rpm,2015 Cadillac CTS specifications,TBD,N/A,61.4 in.,TBD,Strut-Type,17 Aluminum,61.7 in.,35.4 in.,17 Aluminum,50/50,6-Speed Automated Manual,245/45R17,114.6 in.,5,195.5 in.,Sedan,Luxury,Turbocharger,3616 lbs,Multi-Link,72.2 in.,Yes,TBD,295 lb-ft @ 1700-5500 rpm,13.7 cu. ft.,57.2 in.,245/45R17,20 mpg,2.0L I4,53.3 in.,N/A,Midsize
Rear Wheel Drive,93.9 cu. ft.,23 mpg,0.356,Gas,37.1 in.,4.7 in.,53.9 in.,485 hp @ 6100 rpm,2015 Dodge Challenger SRT specifications,TBD,TBD,63.4 in.,37.9 cu. ft.,Double Wishbone,20 Aluminum,63.1 in.,33.1 in.,20 Aluminum,55/45,6-Speed Manual,275/40ZR20,116.17 in.,5,198.0 in.,Coupe,Performance,None,4240 lbs,Multi-Link,75.7 in.,No,TBD,475 lb-ft @ 4200 rpm,16.2 cu. ft.,55.9 in.,275/40ZR20,14 mpg,6.4L V8,47.8 in.,N/A,Midsize
Front Wheel Drive,63.0 cu. ft.,TBD,TBD,Gas,40.3 in.,7.5 in.,66.0 in.,383 hp @ 5600 rpm,2015 Ram Chassis Cab specifications,TBD,N/A,68.7 in.,TBD,Multi-Link,17 Steel,68.1 in.,41.0 in.,17 Steel,TBD,6-Speed Automatic,TBD,143.4 in.,3,234.3 in.,Chassis Cab,Standard,None,TBD,Solid Axle,78.9 in.,No,TBD,400 lb-ft @ 4000 rpm,TBD,78.3 in.,TBD,TBD,5.7L V8,62.9 in.,N/A,Fullsize
Rear Wheel Drive,TBD,19 mpg,TBD,Gas,35.9 in.,9.8 in.,63.7 in.,317 hp @ 5200 rpm,2015 Nissan Armada specifications,8200 lbs,97.1 cu. ft.,67.5 in.,TBD,Double Wishbone,18 Aluminum,67.5 in.,32.2 in.,18 Aluminum,51/49,5-Speed Automatic,265/70R18,123.2 in.,8,207.7 in.,SUV,Near-Luxury,None,5267 lbs,Double Wishbone,79.3 in.,No,910 lbs,385 lb-ft @ 3400 rpm,20.0 cu. ft.,77.2 in.,265/70R18,13 mpg,5.6L V8,48.8 in.,TBD,Fullsize
All Wheel Drive,TBD,22 mpg,TBD,Gas,39.1 in.,8.4 in.,59.5 in.,340 hp @ 6500 rpm,2016 Land Rover Range Rover Sport specifications,7716 lbs,62.2 cu. ft.,66.5 in.,TBD,Double Wishbone,19 Aluminum,66.3 in.,37 in.,19 Aluminum,TBD,8-Speed Automatic,P255/50VR19,115.1 in.,5,191.2 in.,SUV,Luxury,Supercharger,4727 lbs,Multi-Link,81.6 in.,Yes,772 lbs,332 lb-ft @ 3500 rpm,27.7 cu. ft.,70.1 in.,P255/50VR19,17 mpg,3.0L V6,TBD,N/A,Midsize
Front Wheel Drive,99.7 cu. ft.,37 mpg,0.27,Gas,37.1 in.,5.1 in.,55.5 in.,184 hp @ 5700 rpm,2015 Mazda Mazda6 specifications,TBD,TBD,62.8 in.,TBD,Strut-Type,17 Aluminum,62.8 in.,38.7 in.,17 Aluminum,58/42,6-Speed Manual,P225/55 R17,109.8 in.,5,193.7 in.,Sedan,Standard,None,3179 lbs,Multi-Link,72.4 in.,Yes,TBD,185 lb-ft @ 3250 rpm,14.8 cu. ft.,57.9 in.,P225/55 R17,25 mpg,2.5L I4,56.1 in.,N/A,Midsize
